article	simple	complex	simple_size	complex_size
Charles Darwin	10.9502611341401	14.39575666176844	1116	4076
Adam Smith	13.137592528577212	12.257332067426386	339	11605
Isaac Newton	13.474384014312536	15.831840018443792	1209	9297
Johann Wolfgang von Goethe	10.950416518913249	10.741386513418453	1668	6856
Pythagoras	18.04175317201108	15.372844949591219	361	7499
Socrates	12.82058998214271	16.18211442688689	1466	6187
Dante Alighieri	9.425910310502026	10.602664465195033	1110	3986
Virginia Woolf	13.781775549825054	11.399153656954171	673	6612
Jane Austen	13.467629272960833	12.138886217526792	1216	4465
Charlotte BrontÃ«	17.712366872844413	16.25159999815248	618	3242
Emily BrontÃ«	16.35651114481535	20.482229684284412	60	5918
Anne BrontÃ«	11.9987426891218	14.58551523934132	185	1387
Charles Dickens	12.861259989878127	20.465403282244612	290	1090
Portsmouth	12.750273153254348	14.935444965962734	180	5707
HMS Victory	11.41827571957234	20.629710200703425	60	9254
HMS Warrior	13.346682998863708	10.37253355246339	43	9467
Mary Rose	17.221799996085668	16.363627882266027	162	3281
Mutiny on the Bounty	12.941688075949338	21.397191951048733	835	18
Lady Jane Grey	13.701457573769462	17.750194374612054	2127	13640
Tower of London	16.446054819882153	14.134637849546555	235	4574
Anne Boleyn	13.797778451032912	18.636516904929465	1574	2592
Mona Lisa	9.720058759311565	13.005892377804345	585	10150
1981	10.0	16.021486117571246	16	9695
Britney Spears	11.022408557230428	18.147920197766837	798	4221
The Matrix	9.556474973209777	10.0	2038	20
September 11 attacks	10.95578698349662	16.69011401784107	934	7991
Cardiff	13.601035881658166	18.178632020661194	247	4710
Valladolid	13.56921025473719	3.404819922411953	79	10099
Elizabeth Gaskell	9.391068954108762	10.193063551695348	112	11646
Venice	16.537407874753473	18.427039865867595	305	1717
Naples	6.149204097445427	18.09590932636798	306	1158
Florence	9.371854384972426	8.537065334181928	423	8771
Category:Mammals	13.1405505069378	10.575353286062798	12	7880
Category:Cats	12.647521481024766	23.839248586371575	23	14191
Glamorgan	7.271151013061607	20.719544660079176	91	46
Cornwall	6.424291463386027	7.813349305165547	345	28
Tintagel Castle	8.130124122363359	-1.0	150	10786
Gwyneth Paltrow	8.283023781714853	14.685498083841743	81	9406
Sarah Michelle Gellar	15.771038614925171	15.136476731296273	1284	3056
Jennifer Garner	20.74054832721882	16.668244510960324	65	2328
Heather Graham	10.8712027404417	14.605417831311694	224	3685
Christina Ricci	14.006201244128318	15.955714585740548	27	1988
Julia Roberts	21.70106071379677	13.375204844623994	243	980
Angelina Jolie	10.672644382126746	18.413806181966688	198	1767
Lisa Kudrow	17.837969542020733	19.011616720169773	78	2414
Grace Kelly	21.710797327748796	15.62427833598841	232	8125
Elizabeth Taylor	17.244745861397504	14.717315046081668	474	1385
Hilary Swank	9.404136721239432	16.195784819672173	98	5588
Nana Visitor	12.63511008469706	14.017545627112765	75	6682
Alexander Siddig	11.720302803446124	20.972787104401785	83	1427
Eiffel Tower	14.23749340950827	23.61930392703788	248	635
Venus de Milo	13.542409537002662	18.218418163024776	93	710
Aphrodite	9.373327643462153	14.358093817071497	168	4494
Venus (mythology)	18.723449457453974	19.735072963042008	116	1733
Jupiter (mythology)	13.461455949312915	7.704688322100507	289	5255
Athena	17.668540256425523	19.322153034872635	287	1993
Barcelona	13.5545818238218	16.511226224065577	95	1410
Denise Lewis	19.769989449984745	7.725045594940261	16	6343
Bronze Age	13.584528979203709	14.840022100922711	234	7285
Louis XIV of France	10.329290150954964	21.2378606002166	1305	987
Olympic Games	7.187630182160527	4.927175379816741	4257	3756
Iron Age	22.8135836280058	14.958199080239329	202	10611
Entertainment	11.764705882352942	8.931639730018617	49	9490
Open Site	26.771319443315996	12.15729721209441	114	2916
Coca-Cola	11.286134481668002	16.551583170545815	483	463
Sulfur	4.855580771633941	22.83377687866811	325	324
Aluminium	6.611004545679471	7.58168539495034	488	6162
Drawing	12.81493312868821	8.44346762737865	64	5697
Texas	6.093289680509193	5.983692367039758	771	6028
Prussia	13.443031399233682	14.269549267503109	1679	2840
Apocrypha	14.087177468931783	6.099048624204595	521	11386
Sodium	8.703094281080727	11.242880955528653	427	7199
Dice	3.6877731416639254	9.506933299942762	152	3059
Matrix (mathematics)	8.792032665982578	6.737416758666463	535	3984
British Isles	13.009526515389963	2.618054025979674	93	4587
Algeria	15.37746905882719	8.77338716473728	83	8332
Plymouth	10.128215566700607	16.99708270259643	129	6252
George Washington	14.373114684701306	13.927619922551333	1033	7085
Abraham Lincoln	6.483723133515569	11.788910556536244	1404	6825
Calvin Coolidge	15.77255700706343	12.681421305073808	385	10106
Harry S. Truman	14.22700876975417	14.533015841605264	1578	13880
John Adams	10.018267465009956	13.640847543845206	466	7151
Bill Clinton	13.431479101753153	17.051849481091775	641	12453
Social network	11.670521068662751	11.587089382781116	638	9191
Cabal	9.824430795742067	14.511856442813903	157	9411
Human science	14.298134565043256	6.443541881334116	410	4271
Flaying	13.101492479114881	16.831125966223084	142	953
Rice	16.38625525504793	18.98111728721617	231	1281
Yoga	18.44309269078473	9.846727183008259	203	444
Human development theory	34.60344833617388	9.222351715382588	161	6590
Cattle	1.9923862950159708	2.5070878652781103	1826	3752
Thunder	9.014769760990555	14.428638618592402	153	296
1	15.592614505147646	2.279947860648663	99	3863
2	10.0	15.93197796828407	21	708
3	-1.0	10.58442524546658	18	146
4	-1.0	9.360313604863142	10	114
5	19.333442948655296	9.832091710029472	101	114
6	-1.0	8.511745067190734	9	119
7	-1.0	15.083342387986516	10	87
8	-1.0	15.083342387986516	10	87
9	-1.0	15.86188773769186	10	87
10	55.958534371917445	13.075393866100342	43	87
11	-1.0	15.083342387986516	9	87
12	-1.0	15.792907534727933	10	87
13	-1.0	15.083342387986516	10	87
30	-1.0	13.756563778732861	10	87
40	-1.0	15.083342387986516	10	87
50	19.333442948655296	15.083342387986516	98	87
3 (number)	5.574667647990614	13.867527250132927	54	87
10 (number)	5.805515239477504	15.083342387986516	55	87
Category:Websites	19.156858754085803	16.036378414954935	17	742
Man	12.193328028450894	11.10793853170878	356	495
Woman	10.742756640103059	20.508349406340443	160	32
Arundel Castle	6.910604594964006	13.26782918007936	19	2340
Religious Society of Friends	6.872905790781176	26.980326805212385	1381	2184
Size	12.638999578937788	18.70054627645325	68	1581
Starvation	21.198835791382137	8.668601596192469	124	9747
Microsoft Word	15.138974885733118	22.537480887159766	588	14
Ant	10.040051253325519	9.738110733311084	1340	1645
Scissors	6.567354765818887	11.33171353344791	87	4186
Malcolm IV of Scotland	5.710038784991526	7.627400719088676	47	8179
David I of Scotland	39.67663545794099	11.044945821497	25	1532
Saint Margaret of Scotland	24.861140456082204	22.382199062685025	64	1643
Alexander I of Scotland	12.620156958075228	18.765062136104095	51	7456
Henry I of England	11.854727394074867	16.11822353995714	180	1254
Matilda of Flanders	8.66242388779832	27.19555733505904	82	973
Robert II of France	13.457302590135521	15.944138586648862	61	2892
Adelaide of Aquitaine	26.51468339665855	19.62989145964207	31	989
Gothic architecture	10.704465766305528	14.930530428605701	4743	910
Cathedral	11.98120065497888	15.72358253445274	399	107
Patron saint	28.98736762919494	12.819672299010106	47	7423
Saint David	9.416982400821999	12.469237039515283	16	5030
Saint George	11.506791098881836	32.40095764685092	739	63
Saint Andrew	13.385739630337978	17.586444587603054	61	1678
Saint Patrick	12.77578009918998	11.5258590550192	299	4552
Somerset	12.01241556522889	17.427632538503445	340	2601
Glastonbury	10.609026424456141	12.748593190334795	93	4749
Glastonbury Abbey	11.107750616406213	10.866113152030682	53	7429
Somerton	8.56302854315637	8.48603691824779	57	6507
Bridgwater	9.535166312616386	15.385887578084972	18	2331
Street	15.652389900572814	11.375369154045055	120	1556
Taunton	9.3235478621272	12.741083843351865	64	6560
Shepton Mallet	6.623786438065032	23.486668241045408	46	3052
Bath, Somerset	18.71949414846678	9.556673651951275	310	5238
Wells	11.407659628026291	19.4843068505492	63	7170
Tatworth	4.583712360130128	15.883762237408805	37	7957
Crewkerne	11.60550431348134	14.333669074466874	112	3460
River Tone	9.61242984532638	12.776111499346495	38	583
River Yeo	10.158239816789218	10.596219510425044	44	2591
River Adur	8.548156713328934	17.82971639369333	32	3775
River Aire	19.341712264547883	12.853988417428807	66	65
River Aln	15.717209367343658	11.946298381093973	26	402
River Alt	13.26982238931456	18.60371707881325	91	311
River Yare	9.371354882363887	11.779328747663385	149	132
River Exe	14.158593716334405	17.1183247585741	40	125
South Cadbury	11.984110662305868	13.08504889634433	138	1422
Watchet	19.868819979926176	11.495887132045077	196	561
Burnham-on-Sea	8.293999772634924	11.315756062933028	20	780
Cheddar	10.526079425410536	12.709379428991838	107	1092
Yatton	14.110694077526754	12.274193406578435	73	3316
Backwell	15.287937126892295	13.445361376108968	64	3792
Clevedon	12.50030958666029	12.141013798951704	102	2627
Weston-super-Mare	11.062615868645954	12.972280817465222	13	1503
South Somerset	7.8837026378535855	16.25600395459482	36	3019
Template:Welcome	-1.0	15.242762150372597	75	5533
Ankara	6.931976364565172	10.241421593085233	99	167
Johannes Gutenberg	8.063680760856387	10.0	483	104
Elizabeth I of England	11.98086239611343	13.838877677028979	1560	7173
Cate Blanchett	10.53605138184403	11.134769896614577	62	3619
Kylie Minogue	12.100863806145947	20.62399814739396	289	9666
Natalie Imbruglia	8.931653818475144	20.19941555404738	23	1798
Nicole Kidman	9.735932208924558	19.61229382639707	207	8471
Hugh Jackman	9.190106718487927	16.855996556159027	59	3134
Mel Gibson	16.486531052434902	12.892660912955073	71	3736
Natalie Portman	10.652778173860442	14.585970430602494	109	2813
Alyson Hannigan	18.875119138545376	13.870773797062371	114	6213
Jessica Alba	15.655407832478122	13.985907338484115	1466	3416
Brad Pitt	9.949219626348	3.0882521254219104	53	664
Jennifer Aniston	7.855102273691	18.349969471497353	81	3131
Jennifer Love Hewitt	12.530356304407503	13.460049485383278	414	6060
Katie Holmes	14.08906523506649	15.259340209550624	70	3066
Sigourney Weaver	24.385979553313625	14.788958822417095	83	2619
Audrey Hepburn	17.46654398544016	28.100951214892895	473	4536
Katharine Hepburn	20.66686792742735	15.688405361193333	223	1540
God Save the Queen	9.6083142946987	18.719540319062183	187	7397
Lion	12.455790729530614	17.755574086841083	1102	5012
Galatasaray S.K.	12.390614109811818	13.856282934726877	74	6233
B	10.0	9.915577314798039	14	11006
C	10.0	14.760323518215698	14	1255
D	10.0	12.365672902143052	14	547
E	13.1405505069378	16.910586292876463	25	1759
F	10.0	15.994171968950893	10	410
G	10.0	21.859334593052033	15	642
H	10.0	23.973950820667113	15	370
I	10.81081081081081	23.734571654055966	27	1499
J	10.0	15.829047153687332	25	1715
K	10.0	18.78704446226453	15	447
L	10.0	14.68939467979257	15	1171
M	10.0	18.32619353290392	15	634
N	10.0	17.85521313576427	15	528
O	10.0	21.122907562953873	15	251
P	10.0	16.97046333786368	15	412
Q	17.48052252767288	14.061960137223725	61	563
R	10.0	19.104998106365016	14	281
S	10.0	11.904657257993124	15	693
T	10.0	15.55549046231677	15	520
U	18.91614201656946	18.096169356544582	19	450
V	15.144893984212832	18.887224654745005	15	207
W	15.144893984212832	20.82071657813897	15	349
X	10.0	21.538432820041077	15	859
Y	13.167733161613723	19.459720026160074	54	1466
Z	13.443167318641096	20.614554782017105	35	760
Virus	5.952871742287744	13.315029525938707	1461	1663
MediaWiki:Sitenotice	18.10226572502381	18.725972381445224	237	1664
Heat	11.635223388760311	7.5255949741523365	318	10013
Shogun	12.932547690743954	10.31164023018938	217	204
Bratislava	6.884805517876616	9.286234046117544	429	2150
Wellington	12.669878367184689	11.885890678633661	134	1593
Biochemistry	10.01518319930573	8.123297930796276	390	6623
Sadness	9.486984262711166	16.406901009879178	116	5976
Microeconomics	34.73706613181094	8.19223072358561	119	4278
Cryptography	17.61543204113545	23.856080123308	348	151
Tuesday	13.269461541458687	13.97306457119126	244	1468
Wednesday	14.354327285531703	4.622407506639059	46	6684
Thursday	14.411873449419216	15.99784918532907	34	737
Friday	13.605617568292503	11.810307762509087	137	1230
Saturday	10.299629264890333	18.391889438396802	68	1866
Laos	11.355374795279817	11.466647243115608	210	2376
Amaterasu	7.926104826423018	14.608947812728617	533	1358
Organism	12.170211514071307	8.352073008252697	166	4330
Kinetic energy	14.99116168664021	8.461140622772517	141	551
Potential energy	7.1840025915180385	11.295144362734684	328	3076
Ship	25.406817825410467	5.599904160060168	541	2543
Boat	9.46876294557434	2.7529020922540144	67	3047
Navy	13.54739766929494	14.146285660738794	195	9154
Air force	10.925888104896014	17.041362995706592	115	1632
Adware	12.661404260825622	7.645247304039687	239	3971
Gender	10.8323750238599	11.813913935697979	49	1477
Category:Internet	10.0	11.604092111146686	7	504
Dutch language	11.56998250242187	10.29169393273169	1050	8934
Creative Commons licenses	14.05798003223042	9.770880012940076	157	167
Category:Foods	-1.0	11.479269957695173	7	8545
Category:Physics	11.611030478955009	9.905389037171673	10	581
Marshall Islands	14.91940032210922	8.119407604919848	140	24
Alphabet	8.011571061510256	32.60226952203312	665	82
County	13.316619045228537	10.365116346208488	1348	2877
New York University	7.78523031933576	13.637445627221847	28	4442
Bee	10.079045098872177	10.248080582003798	662	3698
Dragonfly	10.81643681761513	15.691772551413518	938	8129
Wind	12.914346773286963	11.039134950545344	620	4304
Vertebrate	12.501483183381726	8.556804298342287	63	1161
Category:Dogs	6.818181818181818	12.172837184156183	28	7729
Category:People	-1.0	16.67167263647902	8	1307
Singapore	4.112624158508712	4.520457683834835	2552	28
Johannesburg	13.025144604028961	-1.0	149	34
Breakfast	24.364843895868795	11.411772356243452	82	6086
Town	14.56813446754188	11.607478179993597	838	7904
Condensed matter physics	23.23856972987493	11.24795410184787	33	4426
Bag	12.54194626805354	14.826758800015705	130	7295
Julius Caesar	10.39910137972976	7.354516787758668	2124	405
Sapporo	10.39754051053491	10.0	59	7
Hokkaido	9.662612681546255	10.979289828155427	170	8154
Hinduism	8.73707759620858	14.293415017283223	3757	3853
HernÃ¡n CortÃ©s	12.477406766014777	6.533155499594214	608	2555
Atheism	3.511201743365574	10.312037014605949	1871	7080
Hippocrates	9.317218653030721	17.708995926849255	223	6746
Harvest	50.79380447390918	7.292624681612976	36	7202
ELISPOT	21.7291798045496	5.974821885250314	175	3388
Category:Biochemistry	10.0	14.145827355117381	10	612
Aztec	11.419745293494678	11.780105231476524	667	577
Category:Numbers	14.578461507622485	23.854513740021375	40	43
Richard Nixon	10.15267468197647	7.79449727023253	1198	7273
Gerald Ford	13.111674743013436	14.270400274284661	495	36
John Kerry	14.544292849637806	11.316997906163683	123	13621
White blood cell	11.768311300934327	11.67753194564816	524	11959
Lymphocyte	7.799318818747463	12.802918445703947	611	9915
Author	20.27532020968818	12.555809124076546	147	1028
Pedipalp	10.145221269172087	9.977106003100134	128	1136
Ionic compound	7.939692287044534	10.529888033129902	67	1926
ELISA	15.186571068009378	10.025057989059356	143	373
David Hume	14.740240799650202	5.606804719304693	470	579
Brush	11.270955052771697	9.870072710107411	268	1772
Starch	6.140801399029723	13.567336874733254	227	7126
Thomas Hobbes	15.455781243352243	14.073981276068885	475	998
Nicomachus	13.84083044982699	5.853045877518401	12	2783
Logo	14.868782147780982	12.7197142110066	238	3963
Building	11.61587937546329	15.333767260541938	625	450
Candle	13.453494249635083	14.672264435849542	343	2518
Salamander	12.531377727335931	21.66684241152383	686	671
Newt	13.811489408079595	5.474637624171557	362	2455
Poison	10.613861268735409	12.393227262441945	485	1510
Larva	13.491845956428444	12.05966852353391	405	1272
Amphibian	12.528151199060453	10.883859446162107	231	1173
Father	12.355350200113932	17.3114717305969	199	278
Gill	13.297981655700635	12.981632290157286	123	1909
Chemical compound	11.303142321410876	10.654583929253349	361	966
Wood	14.810676364103758	8.534324828029566	444	1606
Chalk	7.203914551975185	11.318359245425667	373	1019
Utilitarianism	12.812371199001884	4.648911711184225	112	6091
Village	17.81814330345673	14.433087167913383	391	497
Chelmsford	14.319181958390022	6.669857036180945	588	5744
Gangnihessou	16.592467880662003	13.884973299868259	88	4373
Tomorrow	14.435221941537351	16.936213960559257	42	7619
Contract bridge	18.811974156638993	19.207945628592892	35	319
No	-1.0	-1.0	61	11
Leon Trotsky	15.652485562921319	9.6306388635038	343	9819
Second International	17.783744821431267	-1.0	143	12
Devon	10.125505677470477	14.91990061191148	855	12304
Insectivore	9.503232559681676	13.716197038528918	85	527
Vapor	17.85150633809378	5.173395107957299	46	4986
Vehicle	11.160719083646754	12.781897795454872	147	430
Line dance	12.494421391748135	9.164873245476059	42	581
Three Kingdoms of Korea	6.367948548657075	17.741808687425852	148	265
EckernfÃ¶rde	14.35873136719588	13.001614250216837	67	1611
Archduke Franz Ferdinand of Austria	24.44476289860934	14.661794325198896	86	1832
Black Hand	14.977692688731079	18.895069156471656	123	214
Autarky	11.683409084569979	9.81611933747006	72	2353
Bonsai	6.189708154915064	12.854148879799718	980	2654
Chastity belt	26.10299018876468	12.167249926168969	63	720
Mount Arafat	24.251340123092398	9.70974179330326	49	6170
Ariel Sharon	16.580345974386415	17.05798729105582	239	1081
Syria	11.278329688333493	13.059538801474115	175	301
Psychology	5.001141468591261	14.510960434897589	792	6577
Louisiana	8.807875970524217	6.393998892077438	180	12239
Synonym	11.900972131984036	8.372922466766658	80	6474
Yosa Buson	22.06157468874159	11.098916215023076	185	11648
Chopsticks	8.860504590933436	8.93352061236795	1002	490
Telephone	8.567142557836428	16.44388694830599	374	341
Kobe	9.342483730742043	10.823863870041604	457	1286
Oradea	16.612173964097096	10.30512438535634	933	3851
Henry Ford	8.296173631332609	11.850599903718276	592	2585
George Orwell	10.17908169226482	7.616188761057367	433	2560
Genghis Khan	17.842160389512493	13.228825934716484	793	7506
Joseph Stalin	7.509032890588723	16.855952058059888	991	14515
Antigua and Barbuda	8.128146519354134	10.902408899947991	32	10049
San Marino	11.538416022829878	10.807066220217884	191	14840
Philippe's	13.387213613275751	9.529011918126784	109	3510
Funeral	22.627337275922184	6.81202511332386	305	5638
Georgian Uprising of Texel	15.499901037068836	12.7262302027649	436	1016
Neutrino	2.076761320502508	3.2389486866624293	352	8460
Phrasal verb	13.62651570864136	17.24953021778263	303	1249
Season	6.716264168926857	3.910677058790116	515	6476
Carisbrooke Castle	16.033097308371392	9.812648342528156	197	836
Atlantis	27.57644016320903	9.423763499144062	281	2813
Comparative	17.82516119148363	21.53896535103256	205	1085
Asbestos	14.532620682010709	7.94026858385605	114	4065
Syllable	2.831290259069051	10.102002982513799	177	782
Umbrella	10.783487138052717	11.070237107998505	44	7671
Usenet	8.940550470810336	0.9232825895618645	498	1681
Diagonal	10.458596920748708	7.775868385026051	65	4179
Kwashiorkor	9.491280907643642	9.63598158492158	112	5456
North Sea	8.776102869849863	7.190715105062606	1096	797
Anne Frank	12.163214784882554	13.472501863556833	1875	806
Jan Peter Balkenende	8.954710502276049	13.684979185809155	92	5643
Toleration	14.116177889326584	2.879718188422847	40	7609
William the Silent	20.19106454672167	11.655530939198073	266	1558
SimÃ³n BolÃ­var	7.548203124452912	7.229008741806329	76	5209
Pythagorean theorem	13.7319990994112	16.210955568647215	283	4926
Temperature	10.418745803914495	14.737788744298449	422	4068
Tux	14.50293415083336	8.01327796185863	95	5508
Mein Kampf	6.0844268287441325	8.012405381981539	312	5516
Computer graphics	8.894808954682789	5.224715988834682	381	783
FC Bayern Munich	14.65041572250937	12.00342449374135	50	5306
Cape of Good Hope	12.87181842876452	5.905960450966563	76	4325
Hand washing	13.977886362820518	13.81996171201082	380	5877
Venezuela	13.21700945588401	16.698878431594178	359	1987
Saudi Arabia	11.29124295218942	8.61667631303666	300	3328
Colombia	9.830750379944714	15.139439093258957	1451	8721
Abel Tasman	10.055260729073442	12.220701148103721	402	12425
Artificial intelligence	21.619388579495798	13.16292895895114	246	9550
Programmer	14.323507644434983	15.789258757310256	207	1919
Programming language	6.989429713686764	18.330477672564374	1335	7062
Visual Basic	11.858508935149747	8.49694399350158	351	1800
Booting	10.533618884943198	6.019257655935559	260	4822
Tea	5.26077960951456	7.281596955476841	286	1519
Interlingua	19.97057613781669	6.113507032093674	351	4488
World	13.752600121209182	1.8401546276886445	54	6776
Azerbaijan	14.494472622155856	9.602763451446044	203	4872
Actor	7.916525505349168	25.974119279515385	544	1162
Ptolemy	14.328215770493856	10.469560122227968	496	10826
Moctezuma II	16.00147504534449	17.37415452151846	194	1443
Antonio LÃ³pez de Santa Anna	17.966812407953295	11.049871219754786	106	2866
Granzyme	11.882819322491496	14.747167847298003	36	3600
Baseball	6.125384278963617	12.772392939767581	2221	3325
Names of God in Judaism	17.575469201873357	8.693339385420522	189	311
Football League Championship	9.75015339734781	13.314689823475405	37	11024
Birmingham	8.177958597918655	11.273218118404404	109	6329
Richmond, Virginia	9.084707957528405	21.581227700281488	86	1095
American Civil War	10.046507749216234	9.764321262773622	3245	8523
Tutankhamun	14.669619985729355	13.896020301869013	382	10665
Independence	9.204353101999017	3.191176538292242	282	12475
Anubis	19.09517536270208	10.021137108430517	500	3278
Atum	12.628637239197914	12.961555528758328	103	513
Antisemitism	7.409601319191104	15.608492119057988	49	862
Esteban Huertas	8.905866545110765	14.621792901982207	99	659
